kode_wilayah,provinsi,kabupaten,kecamatan,desa,latitude,longitude,elevasi
35.26.05.2013,,,,cendagah,,,
35.26.05.2014,,,,mangkon,,,
35.26.05.2015,,,,karang pao,,,
35.26.05.2016,,,,makam agung,,,
35.26.05.2017,,,,dlemer,,,
35.26.05.2018,,,,plakaran,,,
35.26.06,,,,geger,,,
35.26.06.2001,,,,kombangan,,,
35.26.06.2002,,,,banyoneng laok,,,
35.26.06.2003,,,,katol barat,,,
35.26.06.2004,,,,dabung,,,
35.26.06.2005,,,,lerpak,,,
35.26.06.2006,,,,geger,,,
35.26.06.2007,,,,togubang,,,
35.26.06.2008,,,,batobella,,,
35.26.06.2009,,,,kampak,,,
35.26.06.2010,,,,campor,,,
35.26.06.2011,,,,kompol,,,
35.26.06.2012,,,,tegar priyah,,,
35.26.06.2013,,,,banyoneng dajah,,,
35.26.07,,,,klampis,,,
35.26.07.2001,,,,klampis barat,,,
35.26.07.2002,,,,bulukagung,,,
35.26.07.2003,,,,mrandung,,,
35.26.07.2004,,,,tobaddung,,,
35.26.07.2005,,,,tolbuk,,,
35.26.07.2006,,,,moarah,,,
35.26.07.2007,,,,ra'as,,,
35.26.07.2008,,,,polongan,,,
35.26.07.2009,,,,karang asem,,,
35.26.07.2010,,,,trogan,,,
35.26.07.2011,,,,bulung,,,
35.26.07.2012,,,,banteyan,,,
35.26.07.2013,,,,bragang,,,
35.26.07.2014,,,,lergunong,,,
35.26.07.2015,,,,panyaksagan,,,
35.26.07.2016,,,,manonggal,,,
35.26.07.2017,,,,bator,,,
35.26.07.2018,,,,klampis timur,,,
35.26.07.2019,,,,tenggun dajah,,,
35.26.07.2020,,,,larangan sorjan,,,
35.26.07.2021,,,,larangan glintong,,,
35.26.07.2022,,,,ko'ol,,,
35.26.08,,,,sepulu,,,
35.26.08.2001,,,,sepulu,,,
35.26.08.2002,,,,maneron,,,
35.26.08.2003,,,,gangseyan,,,
35.26.08.2004,,,,klapayan,,,
35.26.08.2005,,,,bangsereh,,,
35.26.08.2006,,,,kelbung,,,
35.26.08.2007,,,,saplasah,,,
35.26.08.2008,,,,genelap,,,
35.26.08.2009,,,,klabetan,,,
35.26.08.2010,,,,banyior,,,
35.26.08.2011,,,,prancak,,,
35.26.08.2012,,,,labuhan,,,
35.26.08.2013,,,,tanagura barat,,,
35.26.08.2014,,,,lembung paseser,,,
35.26.08.2015,,,,tanagura timur,,,
35.26.09,,,,tanjung bumi,,,
35.26.09.2001,,,,paseseh,,,
35.26.09.2002,,,,bumi anyar,,,
35.26.09.2003,,,,tambak pocok,,,
35.26.09.2004,,,,larangan timur,,,
35.26.09.2005,,,,bungkeng,,,
35.26.09.2006,,,,bandang dajah,,,
35.26.09.2007,,,,tagungguh,,,
35.26.09.2008,,,,planggiran,,,
35.26.09.2009,,,,aeng taber,,,
35.26.09.2010,,,,banyusangka,,,
35.26.09.2011,,,,tlangoh,,,
35.26.09.2012,,,,macajah,,,
35.26.09.2013,,,,tanjung bumi,,,
35.26.09.2014,,,,telaga biru,,,
35.26.10,,,,kokop,,,
35.26.10.2001,,,,dupok,,,
35.26.10.2002,,,,bandasoleh,,,
35.26.10.2003,,,,batokorogan,,,
35.26.10.2004,,,,tramok,,,
35.26.10.2005,,,,katol timur,,,
35.26.10.2006,,,,lembung gunong,,,
35.26.10.2007,,,,ampara'an,,,
35.26.10.2008,,,,kokop,,,
35.26.10.2009,,,,tlokoh,,,
35.26.10.2010,,,,durjan,,,
35.26.10.2011,,,,mano'an,,,
35.26.10.2012,,,,mandung,,,
35.26.10.2013,,,,bandang laok,,,
35.26.11,,,,kwanyar,,,
35.26.11.2001,,,,pesanggrahan,,,
35.26.11.2002,,,,kwanyar barat,,,
35.26.11.2003,,,,ketetang,,,
35.26.11.2004,,,,dlemer,,,
35.26.11.2005,,,,morombuh,,,
35.26.11.2006,,,,tebul,,,
35.26.11.2007,,,,karang anyar,,,
35.26.11.2008,,,,janteh,,,
35.26.11.2009,,,,somor koneng,,,
35.26.11.2010,,,,paoran,,,
35.26.11.2011,,,,karang entang,,,
35.26.11.2012,,,,batah barat,,,
35.26.11.2013,,,,batah timur,,,
35.26.11.2014,,,,pandanan,,,
35.26.11.2015,,,,gunung sereng,,,
35.26.11.2016,,,,duwek buter,,,
35.26.12,,,,labang,,,
35.26.12.2001,,,,kesek,,,
35.26.12.2002,,,,labang,,,
35.26.12.2003,,,,jukong,,,
35.26.12.2004,,,,pangpong,,,
35.26.12.2005,,,,sukolilo timur,,,
35.26.12.2006,,,,sukolilo barat,,,
35.26.12.2007,,,,bringen,,,
35.26.12.2008,,,,ba'engas,,,
35.26.12.2009,,,,bunajih,,,
35.26.12.2010,,,,sendang laok,,,
35.26.12.2011,,,,sendang dajah,,,
35.26.12.2012,,,,petapan,,,
35.26.12.2013,,,,morkepek,,,
35.26.13,,,,tanah merah,,,
35.26.13.2001,,,,tanah merah dajah,,,
35.26.13.2002,,,,tanah merah laok,,,
35.26.13.2003,,,,petrah,,,
35.26.13.2004,,,,jangkar,,,
35.26.13.2005,,,,pettong,,,
35.26.13.2006,,,,kendaban,,,
35.26.13.2007,,,,dumajah,,,
35.26.13.2008,,,,pacentan,,,
35.26.13.2009,,,,baipajung,,,
35.26.13.2010,,,,tlomar,,,
35.26.13.2011,,,,rongdurin,,,
35.26.13.2012,,,,landak,,,
35.26.13.2013,,,,basanah,,,
35.26.13.2014,,,,poter,,,
35.26.13.2015,,,,patemon,,,
35.26.13.2016,,,,dlambah dajah,,,
35.26.13.2017,,,,dlambah laok,,,
35.26.13.2018,,,,mrecah,,,
35.26.13.2019,,,,buddan,,,
35.26.13.2020,,,,batangan,,,
35.26.13.2021,,,,padurungan,,,
35.26.13.2022,,,,pangeleyan,,,
35.26.13.2023,,,,kranggan barat,,,
35.26.14,,,,tragah,,,
35.26.14.2001,,,,soket laok,,,
35.26.14.2002,,,,soket dajah,,,
35.26.14.2003,,,,pamorah,,,
35.26.14.2004,,,,banyubeseh,,,
35.26.14.2005,,,,pocong,,,
35.26.14.2006,,,,tragah,,,
35.26.14.2007,,,,karang leman,,,
35.26.14.2008,,,,duko tambin,,,
35.26.14.2009,,,,keteleng,,,
35.26.14.2010,,,,alang alang,,,
35.26.14.2011,,,,kemoning,,,
35.26.14.2012,,,,tambin,,,
35.26.14.2013,,,,bajeman,,,
35.26.14.2014,,,,jaddung,,,
35.26.14.2015,,,,pacangan,,,
35.26.14.2016,,,,bancang,,,
35.26.14.2017,,,,ja'ah,,,
35.26.14.2018,,,,masaran,,,
35.26.15,,,,blega,,,
35.26.15.2001,,,,blega,,,
35.26.15.2002,,,,rosep,,,
35.26.15.2003,,,,nyor manes,,,
35.26.15.2004,,,,alas rajah,,,
35.26.15.2005,,,,blega oloh,,,
35.26.15.2006,,,,karang nangkah,,,
35.26.15.2007,,,,karang panasan,,,
35.26.15.2008,,,,karang gayam,,,
35.26.15.2009,,,,lomaer,,,
35.26.15.2010,,,,bates,,,
35.26.15.2011,,,,lombang laok,,,
35.26.15.2012,,,,lombang dajah,,,
35.26.15.2013,,,,karpote,,,
35.26.15.2014,,,,kajjan,,,
35.26.15.2015,,,,panjalinan,,,
35.26.15.2016,,,,pangeran gadungan,,,
35.26.15.2017,,,,kampao,,,
35.26.15.2018,,,,ko'olan,,,
35.26.15.2019,,,,gigir,,,
35.26.16,,,,modung,,,
35.26.16.2001,,,,patereman,,,
35.26.16.2002,,,,paeng,,,
35.26.16.2003,,,,kolla,,,
35.26.16.2004,,,,neroh,,,
35.26.16.2005,,,,langpanggang,,,
35.26.16.2006,,,,patenteng,,,
35.26.16.2007,,,,srabi barat,,,
35.26.16.2008,,,,srabi timur,,,
35.26.16.2009,,,,pangpajung,,,
35.26.16.2010,,,,karang anyar,,,
35.26.16.2011,,,,alas kokon,,,
35.26.16.2012,,,,pakong,,,
35.26.16.2013,,,,glisgis,,,
35.26.16.2014,,,,brakas dajah,,,
35.26.16.2015,,,,modung,,,
35.26.16.2016,,,,suwa'an,,,
35.26.16.2017,,,,mangga'an,,,
35.26.17,,,,konang,,,
35.26.17.2001,,,,bandung,,,
35.26.17.2002,,,,konang,,,
35.26.17.2003,,,,genteng,,,
35.26.17.2004,,,,pakes,,,
35.26.17.2005,,,,cangkareman,,,
35.26.17.2006,,,,sen asen,,,
35.26.17.2007,,,,sambiyan,,,
35.26.17.2008,,,,campor,,,
35.26.17.2009,,,,galis dajah,,,
35.26.17.2010,,,,kanegarah,,,
35.26.17.2011,,,,durin barat,,,
35.26.17.2012,,,,durin timur,,,
35.26.17.2013,,,,batokaban,,,
35.26.18,,,,galis,,,
35.26.18.2001,,,,tellok,,,
35.26.18.2002,,,,daleman,,,
35.26.18.2003,,,,blateran,,,
35.26.18.2004,,,,paterongan,,,
35.26.18.2005,,,,kajuanak,,,
35.26.18.2006,,,,longkek,,,
35.26.18.2007,,,,galis,,,
35.26.18.2008,,,,pekadan,,,
35.26.18.2009,,,,bangpendah,,,
35.26.18.2010,,,,paka'an dajah,,,
35.26.18.2011,,,,paka'an laok,,,
35.26.18.2012,,,,kranggan timur,,,
35.26.18.2013,,,,separah,,,
35.26.18.2014,,,,banjar,,,
35.26.18.2015,,,,tlagah,,,
35.26.18.2016,,,,lantek barat,,,
35.26.18.2017,,,,lantek timor,,,
35.26.18.2018,,,,kelbung,,,
35.26.18.2019,,,,banyu bunih,,,
35.26.18.2020,,,,sadah,,,
35.26.18.2021,,,,sorpa,,,
35.27,,,,kab. sampang,,,
35.27.01,,,,sreseh,,,
35.27.01.2001,,,,noreh,,,
35.27.01.2002,,,,labuhan,,,
35.27.01.2003,,,,taman,,,
35.27.01.2004,,,,sreseh,,,
35.27.01.2005,,,,disanah,,,
35.27.01.2006,,,,marparan,,,
35.27.01.2007,,,,klobur,,,
35.27.01.2008,,,,labang,,,
35.27.01.2009,,,,bundah,,,
35.27.01.2010,,,,bangsah,,,
35.27.01.2011,,,,plasah,,,
35.27.01.2012,,,,junok,,,
35.27.02,,,,torjun,,,
35.27.02.2007,,,,dulang,,,
35.27.02.2008,,,,patarongan,,,
35.27.02.2009,,,,pangongsean,,,
35.27.02.2010,,,,krampon,,,
35.27.02.2011,,,,bringinnonggal,,,
35.27.02.2012,,,,torjun,,,
35.27.02.2013,,,,patapan,,,
35.27.02.2014,,,,jeruk porot,,,
35.27.02.2015,,,,kodak,,,
35.27.02.2016,,,,kanjar,,,
35.27.02.2017,,,,kara,,,
35.27.02.2018,,,,tanah merah,,,
35.27.03,,,,sampang,,,
35.27.03.2001,,,,p. mandingan,,,
35.27.03.2002,,,,aengsareh,,,
35.27.03.1003,,,,polagan,,,
35.27.03.1004,,,,banyuanyar,,,
35.27.03.2005,,,,gunung maddah,,,
35.27.03.1006,,,,rongtengah,,,
35.27.03.1007,,,,karang dalam,,,
35.27.03.1008,,,,gunung sekar,,,
35.27.03.1009,,,,dalpenang,,,
35.27.03.2010,,,,panggung,,,
35.27.03.2011,,,,taman sareh,,,
35.27.03.2012,,,,pakalongan,,,
35.27.03.2013,,,,tanggumong,,,
35.27.03.2014,,,,kamuning,,,
35.27.03.2015,,,,banyumas,,,
35.27.03.2016,,,,pangelen,,,
35.27.03.2017,,,,paseyan,,,
35.27.03.2018,,,,baruh,,,
35.27.04,,,,camplong,,,
35.27.04.2001,,,,taddan,,,
35.27.04.2002,,,,banjar talela,,,
35.27.04.2003,,,,tamba'an,,,
35.27.04.2004,,,,prajjan,,,
35.27.04.2005,,,,dharma camplong,,,
35.27.04.2006,,,,batukarang,,,
35.27.04.2007,,,,sejati,,,
35.27.04.2008,,,,dharma tanjung,,,
35.27.04.2009,,,,rabasan,,,
35.27.04.2010,,,,banjartabulu,,,
35.27.04.2011,,,,anggersek,,,
35.27.04.2012,,,,madupat,,,
35.27.04.2013,,,,pamola'an,,,
35.27.04.2014,,,,plampa'an,,,
35.27.05,,,,omben,,,
35.27.05.2001,,,,kebun sareh,,,
35.27.05.2002,,,,karangnangger,,,
35.27.05.2003,,,,rapa laok,,,
35.27.05.2004,,,,rapa daya,,,
35.27.05.2005,,,,astapah,,,
35.27.05.2006,,,,sogian,,,
35.27.05.2007,,,,gersempal,,,
35.27.05.2008,,,,temoran,,,
35.27.05.2009,,,,meteng,,,
35.27.05.2010,,,,madulang,,,
35.27.05.2011,,,,kamondung,,,
35.27.05.2012,,,,omben,,,
35.27.05.2013,,,,tambak,,,
35.27.05.2014,,,,angsokah,,,
35.27.05.2015,,,,jranguan,,,
35.27.05.2016,,,,rongdalam,,,
35.27.05.2017,,,,napo laok,,,
35.27.05.2018,,,,napo daya,,,
35.27.05.2019,,,,karanggayam,,,
35.27.05.2020,,,,pandan,,,
35.27.06,,,,kedungdung,,,
35.27.06.2001,,,,banyukapah,,,
35.27.06.2002,,,,rabasan,,,
35.27.06.2003,,,,rohayu,,,
35.27.06.2004,,,,kedungdung,,,
35.27.06.2005,,,,komis,,,
35.27.06.2006,,,,bajrasoka,,,
35.27.06.2007,,,,kramat,,,
35.27.06.2008,,,,nyeloh,,,
35.27.06.2009,,,,banjar,,,
35.27.06.2010,,,,ombul,,,
35.27.06.2011,,,,pajeruan,,,
35.27.06.2012,,,,moktesareh,,,
35.27.06.2013,,,,batoporo barat,,,
35.27.06.2014,,,,batoporo timur,,,
35.27.06.2015,,,,gunungeleh,,,
35.27.06.2016,,,,daleman,,,
35.27.06.2017,,,,pasarenan,,,
35.27.06.2018,,,,palenggian,,,
35.27.07,,,,jrengik,,,
35.27.07.2001,,,,asemraja,,,
35.27.07.2002,,,,plakaran,,,
35.27.07.2003,,,,asemnonggal,,,
35.27.07.2004,,,,majangan,,,
35.27.07.2005,,,,margantoko,,,
35.27.07.2006,,,,penyepen,,,
35.27.07.2007,,,,taman,,,
35.27.07.2008,,,,jrengik,,,
35.27.07.2009,,,,kalangan prao,,,
35.27.07.2010,,,,kotah,,,
35.27.07.2011,,,,jungkarang,,,
35.27.07.2012,,,,mlakah,,,
35.27.07.2013,,,,bancelok,,,
35.27.07.2014,,,,buker,,,
35.27.08,,,,tambelangan,,,
35.27.08.2001,,,,karanganyar,,,
35.27.08.2002,,,,baturasang,,,
35.27.08.2003,,,,mambulu barat,,,
35.27.08.2004,,,,bringin,,,
35.27.08.2005,,,,samaran,,,
35.27.08.2006,,,,tambelangan,,,
35.27.08.2007,,,,barunggagah,,,
35.27.08.2008,,,,banjarbillah,,,
35.27.08.2009,,,,somber,,,
35.27.08.2010,,,,birem,,,
35.27.09,,,,banyuates,,,
35.27.09.2001,,,,olor,,,
35.27.09.2002,,,,planggaran barat,,,
35.27.09.2003,,,,planggaran timur,,,
35.27.09.2004,,,,tolang,,,
35.27.09.2005,,,,lar lar,,,
35.27.09.2006,,,,tlagah,,,
35.27.09.2007,,,,nagasareh,,,
35.27.09.2008,,,,trapang,,,
35.27.09.2009,,,,terosan,,,
35.27.09.2010,,,,asem jaran,,,
35.27.09.2011,,,,kembang jeruk,,,
35.27.09.2012,,,,morbatoh,,,
35.27.09.2013,,,,montor,,,
35.27.09.2014,,,,tebanah,,,
35.27.09.2015,,,,nepa,,,
35.27.09.2016,,,,batioh,,,
35.27.09.2017,,,,masaran,,,
35.27.09.2018,,,,banyuates,,,
35.27.09.2019,,,,jatra timur,,,
35.27.09.2020,,,,tapa'an,,,
35.27.10,,,,robatal,,,
35.27.10.2008,,,,lepelle,,,
35.27.10.2009,,,,bapelle,,,
35.27.10.2010,,,,sawah tengah,,,
35.27.10.2011,,,,torjunan,,,
35.27.10.2012,,,,tragih,,,
35.27.10.2013,,,,jelgung,,,
35.27.10.2014,,,,robatal,,,
35.27.10.2015,,,,gunung rancak,,,
35.27.10.2016,,,,pandiyangan,,,
35.27.11,,,,sokobanah,,,
35.27.11.2001,,,,tobai barat,,,
35.27.11.2002,,,,tobai tengah,,,
35.27.11.2003,,,,tobai timur,,,
35.27.11.2004,,,,bira tengah,,,
35.27.11.2005,,,,bira timur,,,
35.27.11.2006,,,,sokobanah laok,,,
35.27.11.2007,,,,tamberu laok,,,
35.27.11.2008,,,,tamberu daya,,,
35.27.11.2009,,,,sokobanah tengah,,,
35.27.11.2010,,,,sokobanah daya,,,
35.27.11.2011,,,,tamberu barat,,,
35.27.11.2012,,,,tamberu timur,,,
35.27.12,,,,ketapang,,,
35.27.12.2001,,,,paopale laok,,,
35.27.12.2002,,,,bunten barat,,,
35.27.12.2003,,,,bunten timur,,,
35.27.12.2004,,,,pancor,,,
35.27.12.2005,,,,karanganyar,,,
35.27.12.2006,,,,pangereman,,,
35.27.12.2007,,,,bira barat,,,
35.27.12.2008,,,,ketapang timur,,,
35.27.12.2009,,,,ketapang daya,,,
35.27.12.2010,,,,ketapang laok,,,
35.27.12.2011,,,,ketapang barat,,,
35.27.12.2012,,,,paopale daya,,,
35.27.12.2013,,,,rabiyan,,,
35.27.12.2014,,,,banyusokah,,,
35.27.13,,,,pangarengan,,,
35.27.13.2001,,,,pangarengan,,,
35.27.13.2002,,,,apa an,,,
35.27.13.2003,,,,gulbung,,,
35.27.13.2004,,,,panyirangan,,,
35.27.13.2005,,,,pacangga an,,,
35.27.13.2006,,,,ragung,,,
35.27.14,,,,karangpenang,,,
35.27.14.2001,,,,blu uran,,,
35.27.14.2002,,,,tlambah,,,
35.27.14.2003,,,,bulmatet,,,
35.27.14.2004,,,,poreh,,,
35.27.14.2005,,,,karangpenang oloh,,,
35.27.14.2006,,,,karangpenang onjur,,,
35.27.14.2007,,,,gunung kesan,,,
35.28,,,,kab. pamekasan,,,
35.28.01,,,,tlanakan,,,
35.28.01.2001,,,,dabuan,,,
35.28.01.2002,,,,terrak,,,
35.28.01.2003,,,,mangar,,,
35.28.01.2004,,,,bandaran,,,
35.28.01.2005,,,,kramat,,,
35.28.01.2006,,,,ambat,,,
35.28.01.2007,,,,branta pesisir,,,
35.28.01.2008,,,,tlanakan,,,
35.28.01.2009,,,,branta tinggi,,,
35.28.01.2010,,,,tlesah,,,
35.28.01.2011,,,,larangan tokol,,,
35.28.01.2012,,,,ceguk,,,
35.28.01.2013,,,,panglegur,,,
35.28.01.2014,,,,bukek,,,
35.28.01.2015,,,,gugul,,,
35.28.01.2016,,,,larangan slampar,,,
35.28.01.2017,,,,taro'an,,,
35.28.02,,,,pademawu,,,
35.28.02.2001,,,,tanjung,,,
35.28.02.2002,,,,padelegan,,,
35.28.02.2003,,,,majungan,,,
35.28.02.2004,,,,pagagan,,,
35.28.02.2005,,,,jarin,,,
35.28.02.2006,,,,baddurih,,,
35.28.02.2007,,,,buddih,,,
35.28.02.2008,,,,sopa'ah,,,
35.28.02.2009,,,,prekbun,,,
35.28.02.2010,,,,durbuk,,,
35.28.02.2011,,,,pademawu barat,,,
35.28.02.2012,,,,pademawu timur,,,
35.28.02.2013,,,,bunder,,,
35.28.02.2014,,,,dasok,,,
35.28.02.2015,,,,murtajih,,,
35.28.02.2016,,,,sumedangan,,,
35.28.02.2017,,,,lemper,,,
35.28.02.1018,,,,barurambat timur,,,
35.28.02.1019,,,,lawangan daya,,,
35.28.02.2020,,,,sentol,,,
35.28.02.2021,,,,tambung,,,
35.28.02.2022,,,,buddagan,,,
35.28.03,,,,galis,,,
35.28.03.2001,,,,tobungan,,,
35.28.03.2002,,,,konang,,,
35.28.03.2003,,,,pandan,,,
35.28.03.2004,,,,lembung,,,
35.28.03.2005,,,,galis,,,
35.28.03.2006,,,,bulay,,,
35.28.03.2007,,,,pagendingan,,,
35.28.03.2008,,,,ponteh,,,
35.28.03.2009,,,,polagan,,,
35.28.03.2010,,,,artodung,,,
35.28.04,,,,pamekasan,,,
35.28.04.1001,,,,kangenan,,,
35.28.04.2002,,,,panempan,,,
35.28.04.1003,,,,patemon,,,
35.28.04.2004,,,,laden,,,
35.28.04.2005,,,,jalmak,,,
35.28.04.2006,,,,teja barat,,,
35.28.04.2007,,,,teja timur,,,
35.28.04.2008,,,,bettet,,,
35.28.04.2009,,,,nyalabu laok,,,
35.28.04.2010,,,,nyalabu daja,,,
35.28.04.1011,,,,bugih,,,
35.28.04.1012,,,,jungcang cang,,,
35.28.04.1013,,,,parteker,,,
35.28.04.1014,,,,barurambat kota,,,
35.28.04.1015,,,,geladak anyar,,,
35.28.04.1016,,,,kolpajung,,,
35.28.04.1017,,,,kowel,,,
35.28.04.2018,,,,toronan,,,
35.28.05,,,,proppo,,,
35.28.05.2001,,,,karang anyar,,,
35.28.05.2002,,,,toket,,,
35.28.05.2003,,,,candi burung,,,
35.28.05.2004,,,,bato kalangan,,,
35.28.05.2005,,,,gro'om,,,
35.28.05.2006,,,,srambah,,,
35.28.05.2007,,,,pangtonggal,,,
35.28.05.2008,,,,samiran,,,
35.28.05.2009,,,,kodik,,,
35.28.05.2010,,,,klampar,,,
35.28.05.2011,,,,samatan,,,
35.28.05.2012,,,,lenteng,,,
35.28.05.2013,,,,talangoh,,,
35.28.05.2014,,,,billa'an,,,
35.28.05.2015,,,,rangperang laok,,,
35.28.05.2016,,,,rangperang daja,,,
35.28.05.2017,,,,banyubulu,,,
35.28.05.2018,,,,pangorayan,,,
35.28.05.2019,,,,panglemah,,,
35.28.05.2020,,,,mapper,,,
35.28.05.2021,,,,proppo,,,
35.28.05.2022,,,,jambringin,,,
35.28.05.2023,,,,campor,,,
35.28.05.2024,,,,panaguan,,,
35.28.05.2025,,,,pangbatok,,,
35.28.05.2026,,,,tattangoh,,,
35.28.05.2027,,,,badung,,,
35.28.06,,,,palenggaan,,,
35.28.06.2001,,,,banyupelle,,,
35.28.06.2002,,,,rek kerrek,,,
35.28.06.2003,,,,angsanah,,,
35.28.06.2004,,,,akkor,,,
35.28.06.2005,,,,larangan badung,,,
35.28.06.2006,,,,panaan,,,
35.28.06.2007,,,,patoan laok,,,
35.28.06.2008,,,,patoan dajah,,,
35.28.06.2009,,,,kacok,,,
35.28.06.2010,,,,rombuh,,,
35.28.06.2011,,,,palengaan laok,,,
35.28.06.2012,,,,palengaan dajah,,,
35.28.07,,,,pegantenan,,,
35.28.07.2001,,,,plakpak,,,
35.28.07.2002,,,,palesanggar,,,
35.28.07.2003,,,,pegantenan,,,
35.28.07.2004,,,,bulangan branta,,,
35.28.07.2005,,,,bulangan barat,,,
35.28.07.2006,,,,bulangan haji,,,
35.28.07.2007,,,,tlagah,,,
35.28.07.2008,,,,bulangan timur,,,
35.28.07.2009,,,,tebul timur,,,
35.28.07.2010,,,,tebul barat,,,
35.28.07.2011,,,,ambender,,,
35.28.07.2012,,,,pasanggar,,,
35.28.07.2013,,,,tanjung,,,
35.28.08,,,,larangan,,,
35.28.08.2001,,,,peltong,,,
35.28.08.2002,,,,blumbungan,,,
35.28.08.2003,,,,trasak,,,
35.28.08.2004,,,,tentenan barat,,,
35.28.08.2005,,,,tentenan timur,,,
35.28.08.2006,,,,grujugan,,,
35.28.08.2007,,,,larangan luar,,,
35.28.08.2008,,,,larangan dalam,,,
35.28.08.2009,,,,panaguan,,,
35.28.08.2010,,,,montok,,,
35.28.08.2011,,,,taraban,,,
35.28.08.2012,,,,duko timur,,,
35.28.08.2013,,,,lancar,,,
35.28.08.2014,,,,kaduara barat,,,
35.28.09,,,,pakong,,,
35.28.09.2001,,,,bicorong,,,
35.28.09.2002,,,,klompang barat,,,
35.28.09.2003,,,,klompang timur,,,
35.28.09.2004,,,,cenlecen,,,
35.28.09.2005,,,,bajang,,,
35.28.09.2006,,,,banban,,,
35.28.09.2007,,,,somalang,,,
35.28.09.2008,,,,palalang,,,
35.28.09.2009,,,,seddur,,,
35.28.09.2010,,,,pakong,,,
35.28.09.2011,,,,bandungan,,,
35.28.09.2012,,,,lebbek,,,
35.28.10,,,,waru,,,
35.28.10.2001,,,,bajur,,,
35.28.10.2002,,,,sumber waru,,,
35.28.10.2003,,,,tampojung pregih,,,
35.28.10.2004,,,,tampojung guwa,,,
35.28.10.2005,,,,tampojung tengah,,,
35.28.10.2006,,,,tampojung tenggina,,,
35.28.10.2007,,,,ragang,,,
35.28.10.2008,,,,sana laok,,,
35.28.10.2009,,,,waru timur,,,
35.28.10.2010,,,,waru barat,,,
35.28.10.2011,,,,tlonto ares,,,
35.28.10.2012,,,,tagangser laok,,,
35.28.11,,,,batumarmar,,,
35.28.11.2001,,,,bujur barat,,,
35.28.11.2002,,,,pangereman,,,
35.28.11.2003,,,,bangserreh,,,
35.28.11.2004,,,,lesong laok,,,
35.28.11.2005,,,,ponjanan barat,,,
35.28.11.2006,,,,ponjanan timur,,,
35.28.11.2007,,,,kapong,,,
35.28.11.2008,,,,lesong daja,,,
35.28.11.2009,,,,batu bintang,,,
35.28.11.2010,,,,blaban,,,
35.28.11.2011,,,,tamberu,,,
35.28.11.2012,,,,bujur tengah,,,
35.28.11.2013,,,,bujur timur,,,
35.28.12,,,,kadur,,,
35.28.12.2001,,,,pamaroh,,,
35.28.12.2002,,,,pamoroh,,,
35.28.12.2003,,,,sokolelah,,,
35.28.12.2004,,,,gagah,,,
35.28.12.2005,,,,kertagena laok,,,
35.28.12.2006,,,,kertagena tengah,,,
35.28.12.2007,,,,bungbaruh,,,
35.28.12.2008,,,,kadur,,,
35.28.12.2009,,,,bangkes,,,
35.28.12.2010,,,,kertagena dajah,,,
35.28.13,,,,pasean,,,
35.28.13.2001,,,,sana tengah,,,
35.28.13.2002,,,,sana dajah,,,
35.28.13.2003,,,,tagangser dajah,,,
35.28.13.2004,,,,sotabar,,,
35.28.13.2005,,,,tlonto raja,,,
35.28.13.2006,,,,dempo barat,,,
35.28.13.2007,,,,dempo timur,,,
35.28.13.2008,,,,bindang,,,
35.28.13.2009,,,,batukerbuy,,,
35.29,,,,kab. sumenep,,,
35.29.01,,,,kota sumenep,,,
35.29.01.2005,,,,kolor,,,
35.29.01.2006,,,,pabian,,,
35.29.01.2007,,,,marengan daya,,,
35.29.01.2008,,,,kacongan,,,
35.29.01.2009,,,,paberasan,,,
35.29.01.2010,,,,parsanga,,,
35.29.01.2011,,,,bangkal,,,
35.29.01.2012,,,,kebunan,,,
35.29.01.2013,,,,pamolokan,,,
35.29.01.2014,,,,pangarangan,,,
35.29.01.1015,,,,kepanjin,,,
35.29.01.1016,,,,pajagalan,,,
35.29.01.1017,,,,bangselok,,,
35.29.01.1018,,,,karangduak,,,
35.29.01.2019,,,,pandian,,,
35.29.01.2020,,,,kebunagung,,,
35.29.02,,,,kalianget,,,
35.29.02.2001,,,,pinggirpapas,,,
35.29.02.2002,,,,karanganyar,,,
35.29.02.2003,,,,marengan laok,,,
35.29.02.2004,,,,kertasada,,,
35.29.02.2005,,,,kalimook,,,
35.29.02.2006,,,,kalianget barat,,,
35.29.02.2007,,,,kalianget timur,,,
35.29.03,,,,manding,,,
35.29.03.2001,,,,kasengan,,,
35.29.03.2002,,,,lalangon,,,
35.29.03.2003,,,,tenonan,,,
35.29.03.2004,,,,lanjuk,,,
35.29.03.2005,,,,gadding,,,
35.29.03.2006,,,,giring,,,
35.29.03.2007,,,,gunung kembar,,,
35.29.03.2008,,,,jaba'an,,,
35.29.03.2009,,,,manding laok,,,
35.29.03.2010,,,,manding timur,,,
35.29.03.2011,,,,manding daya,,,
35.29.04,,,,talango,,,
35.29.04.2001,,,,talango,,,
35.29.04.2002,,,,padike,,,
35.29.04.2003,,,,cabbiya,,,
35.29.04.2004,,,,essang,,,
35.29.04.2005,,,,kombang,,,
35.29.04.2006,,,,poteran,,,
35.29.04.2007,,,,palasa,,,
35.29.04.2008,,,,gapurana,,,
35.29.05,,,,bluto,,,
35.29.05.2001,,,,guluk manjung,,,
35.29.05.2002,,,,kapedi,,,
35.29.05.2003,,,,pakandangan barat,,,
35.29.05.2004,,,,pakandangan tengah,,,
35.29.05.2005,,,,pakandangan sangra,,,
35.29.05.2006,,,,aeng dake,,,
