kode_wilayah,provinsi,kabupaten,kecamatan,desa,latitude,longitude,elevasi
35.04.01.1011,,,,kutoanyar,,,
35.04.01.1012,,,,sembung,,,
35.04.01.1013,,,,panggungrejo,,,
35.04.01.1014,,,,botoran,,,
35.04.02,,,,boyolangu,,,
35.04.02.2001,,,,wajak kidul,,,
35.04.02.2002,,,,sanggrahan,,,
35.04.02.2003,,,,pucung kidul,,,
35.04.02.2004,,,,boyolangu,,,
35.04.02.2005,,,,ngranti,,,
35.04.02.2006,,,,kendalbulur,,,
35.04.02.2007,,,,bono,,,
35.04.02.2008,,,,waung,,,
35.04.02.2009,,,,moyoketen,,,
35.04.02.2010,,,,wajak lor,,,
35.04.02.2011,,,,karangrejo,,,
35.04.02.2012,,,,kepuh,,,
35.04.02.2013,,,,tanjungsari,,,
35.04.02.2014,,,,serut,,,
35.04.02.2015,,,,beji,,,
35.04.02.2016,,,,sobontoro,,,
35.04.02.2017,,,,gedangsewu,,,
35.04.03,,,,kedungwaru,,,
35.04.03.2001,,,,plosokandang,,,
35.04.03.2002,,,,tunggulsari,,,
35.04.03.2003,,,,ringinpitu,,,
35.04.03.2004,,,,loderesan,,,
35.04.03.2005,,,,bulusari,,,
35.04.03.2006,,,,bangoan,,,
35.04.03.2007,,,,boro,,,
35.04.03.2008,,,,tapan,,,
35.04.03.2009,,,,rejoagung,,,
35.04.03.2010,,,,kedungwaru,,,
35.04.03.2011,,,,plandaan,,,
35.04.03.2012,,,,ketanon,,,
35.04.03.2013,,,,tawangsari,,,
35.04.03.2014,,,,mangunsari,,,
35.04.03.2015,,,,winong,,,
35.04.03.2016,,,,majan,,,
35.04.03.2017,,,,simo,,,
35.04.03.2018,,,,gendingan,,,
35.04.03.2019,,,,ngujang,,,
35.04.04,,,,ngantru,,,
35.04.04.2001,,,,pakel,,,
35.04.04.2002,,,,pucung lor,,,
35.04.04.2003,,,,srikaton,,,
35.04.04.2004,,,,padangan,,,
35.04.04.2005,,,,banjarsari,,,
35.04.04.2006,,,,pulerejo,,,
35.04.04.2007,,,,bendosari,,,
35.04.04.2008,,,,ngantru,,,
35.04.04.2009,,,,mojoagung,,,
35.04.04.2010,,,,batokan,,,
35.04.04.2011,,,,kepuhrejo,,,
35.04.04.2012,,,,pojok,,,
35.04.04.2013,,,,pinggirsari,,,
35.04.05,,,,kauman,,,
35.04.05.2001,,,,bolorejo,,,
35.04.05.2002,,,,kauman,,,
35.04.05.2003,,,,balerejo,,,
35.04.05.2004,,,,batangsaren,,,
35.04.05.2005,,,,panggungrejo,,,
35.04.05.2006,,,,kalangbret,,,
35.04.05.2007,,,,sidorejo,,,
35.04.05.2008,,,,mojosari,,,
35.04.05.2009,,,,karanganom,,,
35.04.05.2010,,,,pucangan,,,
35.04.05.2011,,,,kates,,,
35.04.05.2012,,,,banaran,,,
35.04.05.2013,,,,jatimulyo,,,
35.04.06,,,,pagerwojo,,,
35.04.06.2001,,,,wonorejo,,,
35.04.06.2002,,,,kedungcangkring,,,
35.04.06.2003,,,,mulyosari,,,
35.04.06.2004,,,,segawe,,,
35.04.06.2005,,,,samar,,,
35.04.06.2006,,,,penjor,,,
35.04.06.2007,,,,pagerwojo,,,
35.04.06.2008,,,,kradinan,,,
35.04.06.2009,,,,sidomulyo,,,
35.04.06.2010,,,,gondanggunung,,,
35.04.06.2011,,,,gambiran,,,
35.04.07,,,,sendang,,,
35.04.07.2001,,,,kedoyo,,,
35.04.07.2002,,,,nglutung,,,
35.04.07.2003,,,,talang,,,
35.04.07.2004,,,,krosok,,,
35.04.07.2005,,,,dono,,,
35.04.07.2006,,,,tugu,,,
35.04.07.2007,,,,picisan,,,
35.04.07.2008,,,,nyawangan,,,
35.04.07.2009,,,,sendang,,,
35.04.07.2010,,,,nglurup,,,
35.04.07.2011,,,,geger,,,
35.04.08,,,,karangrejo,,,
35.04.08.2001,,,,bungur,,,
35.04.08.2002,,,,babadan,,,
35.04.08.2003,,,,sukowiyono,,,
35.04.08.2004,,,,sembon,,,
35.04.08.2005,,,,sukowidodo,,,
35.04.08.2006,,,,tanjungsari,,,
35.04.08.2007,,,,gedangan,,,
35.04.08.2008,,,,sukodono,,,
35.04.08.2009,,,,karangrejo,,,
35.04.08.2010,,,,sukorejo,,,
35.04.08.2011,,,,punjul,,,
35.04.08.2012,,,,jeli,,,
35.04.08.2013,,,,tulungrejo,,,
35.04.09,,,,gondang,,,
35.04.09.2001,,,,kendal,,,
35.04.09.2002,,,,tawing,,,
35.04.09.2003,,,,gondosuli,,,
35.04.09.2004,,,,dukuh,,,
35.04.09.2005,,,,sepatan,,,
35.04.09.2006,,,,macanbang,,,
35.04.09.2007,,,,kiping,,,
35.04.09.2008,,,,rejosari,,,
35.04.09.2009,,,,bendo,,,
35.04.09.2010,,,,ngrendeng,,,
35.04.09.2011,,,,gondang,,,
35.04.09.2012,,,,bendungan,,,
35.04.09.2013,,,,notorejo,,,
35.04.09.2014,,,,sidem,,,
35.04.09.2015,,,,sidomulyo,,,
35.04.09.2016,,,,blendis,,,
35.04.09.2017,,,,mojoarum,,,
35.04.09.2018,,,,tiudan,,,
35.04.09.2019,,,,jarakan,,,
35.04.09.2020,,,,wonokromo,,,
35.04.10,,,,sumbergempol,,,
35.04.10.2001,,,,sambidoplang,,,
35.04.10.2002,,,,wates,,,
35.04.10.2003,,,,mirigambar,,,
35.04.10.2004,,,,trenceng,,,
35.04.10.2005,,,,bendilwungu,,,
35.04.10.2006,,,,sambijajar,,,
35.04.10.2007,,,,podorejo,,,
35.04.10.2008,,,,doroampel,,,
35.04.10.2009,,,,junjung,,,
35.04.10.2010,,,,tambakrejo,,,
35.04.10.2011,,,,wonorejo,,,
35.04.10.2012,,,,bendiljati kulon,,,
35.04.10.2013,,,,bendiljati wetan,,,
35.04.10.2014,,,,sumberdadi,,,
35.04.10.2015,,,,jabalsari,,,
35.04.10.2016,,,,sambirobyong,,,
35.04.10.2017,,,,bukur,,,
35.04.11,,,,ngunut,,,
35.04.11.2001,,,,karangsono,,,
35.04.11.2002,,,,samir,,,
35.04.11.2003,,,,kacangan,,,
35.04.11.2004,,,,selorejo,,,
35.04.11.2005,,,,balesono,,,
35.04.11.2006,,,,pandansari,,,
35.04.11.2007,,,,sumberingin kulon,,,
35.04.11.2008,,,,sumberingin kidul,,,
35.04.11.2009,,,,kaliwungu,,,
35.04.11.2010,,,,sumberejo wetan,,,
35.04.11.2011,,,,ngunut,,,
35.04.11.2012,,,,kalangan,,,
35.04.11.2013,,,,gilang,,,
35.04.11.2014,,,,sumberejo kulon,,,
35.04.11.2015,,,,purworejo,,,
35.04.11.2016,,,,kromasan,,,
35.04.11.2017,,,,pulosari,,,
35.04.11.2018,,,,pulotondo,,,
35.04.12,,,,pucanglaban,,,
35.04.12.2001,,,,pucanglaban,,,
35.04.12.2002,,,,kalidawe,,,
35.04.12.2003,,,,panggungkalak,,,
35.04.12.2004,,,,kaligentong,,,
35.04.12.2005,,,,sumberbendo,,,
35.04.12.2006,,,,manding,,,
35.04.12.2007,,,,panggunguni,,,
35.04.12.2008,,,,sumberdadap,,,
35.04.12.2009,,,,demuk,,,
35.04.13,,,,rejotangan,,,
35.04.13.2001,,,,tenggur,,,
35.04.13.2002,,,,panjerejo,,,
35.04.13.2003,,,,karangsari,,,
35.04.13.2004,,,,tugu,,,
35.04.13.2005,,,,sukorejo wetan,,,
35.04.13.2006,,,,jatidowo,,,
35.04.13.2007,,,,banjarejo,,,
35.04.13.2008,,,,tanen,,,
35.04.13.2009,,,,sumberagung,,,
35.04.13.2010,,,,blimbing,,,
35.04.13.2011,,,,rejotangan,,,
35.04.13.2012,,,,pakisrejo,,,
35.04.13.2013,,,,tegalrejo,,,
35.04.13.2014,,,,ariyojeding,,,
35.04.13.2015,,,,tenggong,,,
35.04.13.2016,,,,buntaran,,,
35.04.14,,,,kalidawir,,,
35.04.14.2001,,,,kalibatur,,,
35.04.14.2002,,,,rejosari,,,
35.04.14.2003,,,,sukorejo kulon,,,
35.04.14.2004,,,,kalidawir,,,
35.04.14.2005,,,,karangtalun,,,
35.04.14.2006,,,,banyuurip,,,
35.04.14.2007,,,,winong,,,
35.04.14.2008,,,,joho,,,
35.04.14.2009,,,,pakisaji,,,
35.04.14.2010,,,,jabon,,,
35.04.14.2011,,,,tunggangri,,,
35.04.14.2012,,,,salakkembang,,,
35.04.14.2013,,,,ngubalan,,,
35.04.14.2014,,,,domasan,,,
35.04.14.2015,,,,tanjung,,,
35.04.14.2016,,,,betak,,,
35.04.14.2017,,,,pagersari,,,
35.04.15,,,,besuki,,,
35.04.15.2001,,,,besole,,,
35.04.15.2002,,,,tanggulwelahan,,,
35.04.15.2003,,,,besuki,,,
35.04.15.2004,,,,keboireng,,,
35.04.15.2005,,,,tanggulturus,,,
35.04.15.2006,,,,sedayugunung,,,
35.04.15.2007,,,,tanggulkundung,,,
35.04.15.2008,,,,wateskroyo,,,
35.04.15.2009,,,,sitoyobagus,,,
35.04.15.2010,,,,tulungrejo,,,
35.04.16,,,,campurdarat,,,
35.04.16.2001,,,,ngentrong,,,
35.04.16.2002,,,,gedangan,,,
35.04.16.2003,,,,sawo,,,
35.04.16.2004,,,,gamping,,,
35.04.16.2005,,,,campurdarat,,,
35.04.16.2006,,,,wates,,,
35.04.16.2007,,,,pelem,,,
35.04.16.2008,,,,pojok,,,
35.04.16.2009,,,,tanggung,,,
35.04.17,,,,bandung,,,
35.04.17.2001,,,,nglampir,,,
35.04.17.2002,,,,talun kulon,,,
35.04.17.2003,,,,bantengan,,,
35.04.17.2004,,,,kedungwilut,,,
35.04.17.2005,,,,suwaru,,,
35.04.17.2006,,,,ngunggahan,,,
35.04.17.2007,,,,suruhan kidul,,,
35.04.17.2008,,,,bandung,,,
35.04.17.2009,,,,mergayu,,,
35.04.17.2010,,,,sebalor,,,
35.04.17.2011,,,,sukoharjo,,,
35.04.17.2012,,,,soko,,,
35.04.17.2013,,,,singgit,,,
35.04.17.2014,,,,ngepeh,,,
35.04.17.2015,,,,suruhan lor,,,
35.04.17.2016,,,,bulus,,,
35.04.17.2017,,,,kesambi,,,
35.04.17.2018,,,,gandong,,,
35.04.18,,,,pakel,,,
35.04.18.2001,,,,sambitan,,,
35.04.18.2002,,,,bono,,,
35.04.18.2003,,,,sukoanyar,,,
35.04.18.2004,,,,duwet,,,
35.04.18.2005,,,,tamban,,,
35.04.18.2006,,,,ngebong,,,
35.04.18.2007,,,,sodo,,,
35.04.18.2008,,,,gombang,,,
35.04.18.2009,,,,pakel,,,
35.04.18.2010,,,,suwaluh,,,
35.04.18.2011,,,,pecuk,,,
35.04.18.2012,,,,bangunmulyo,,,
35.04.18.2013,,,,kasreman,,,
35.04.18.2014,,,,sanan,,,
35.04.18.2015,,,,bangunjaya,,,
35.04.18.2016,,,,ngrance,,,
35.04.18.2017,,,,gebang,,,
35.04.18.2018,,,,gesikan,,,
35.04.18.2019,,,,gempolan,,,
35.04.19,,,,tanggunggunung,,,
35.04.19.2001,,,,kresikan,,,
35.04.19.2002,,,,jengglungharjo,,,
35.04.19.2003,,,,ngrejo,,,
35.04.19.2004,,,,tanggunggunung,,,
35.04.19.2005,,,,ngepoh,,,
35.04.19.2006,,,,tenggarejo,,,
35.04.19.2007,,,,pakisrejo,,,
35.05,,,,kab. blitar,,,
35.05.01,,,,wonodadi,,,
35.05.01.2001,,,,jaten,,,
35.05.01.2002,,,,salam,,,
35.05.01.2003,,,,rejosari,,,
35.05.01.2004,,,,kaliboto,,,
35.05.01.2005,,,,wonodadi,,,
35.05.01.2006,,,,tawangrejo,,,
35.05.01.2007,,,,kebonagung,,,
35.05.01.2008,,,,pikatan,,,
35.05.01.2009,,,,gandekan,,,
35.05.01.2010,,,,kunir,,,
35.05.01.2011,,,,kolomayan,,,
35.05.02,,,,udanawu,,,
35.05.02.2001,,,,jati,,,
35.05.02.2002,,,,temenggungan,,,
35.05.02.2003,,,,besuki,,,
35.05.02.2004,,,,tunjung,,,
35.05.02.2005,,,,bakung,,,
35.05.02.2006,,,,mangunan,,,
35.05.02.2007,,,,karanggondang,,,
35.05.02.2008,,,,ringinanom,,,
35.05.02.2009,,,,sukorejo,,,
35.05.02.2010,,,,slemanan,,,
35.05.02.2011,,,,sumbersari,,,
35.05.02.2012,,,,bendorejo,,,
35.05.03,,,,srengat,,,
35.05.03.2001,,,,karanggayam,,,
35.05.03.2002,,,,dermojayan,,,
35.05.03.2003,,,,kerjen,,,
35.05.03.1004,,,,togogan,,,
35.05.03.2005,,,,pakisrejo,,,
35.05.03.2006,,,,purwokerto,,,
35.05.03.1007,,,,srengat,,,
35.05.03.2008,,,,wonorejo,,,
35.05.03.1009,,,,dandong,,,
35.05.03.1010,,,,kauman,,,
35.05.03.2011,,,,maron,,,
35.05.03.2012,,,,bagelenan,,,
35.05.03.2013,,,,kandangan,,,
35.05.03.2014,,,,kendalrejo,,,
35.05.03.2015,,,,selokajang,,,
35.05.03.2016,,,,ngaglik,,,
35.05.04,,,,kademangan,,,
35.05.04.2001,,,,panggungduwet,,,
35.05.04.2002,,,,maron,,,
35.05.04.2003,,,,pakisaji,,,
35.05.04.2004,,,,kebonsari,,,
35.05.04.2005,,,,bendosari,,,
35.05.04.2006,,,,sumberjo,,,
35.05.04.2007,,,,suruhwadang,,,
35.05.04.2008,,,,plumpungrejo,,,
35.05.04.2009,,,,jimbe,,,
35.05.04.2010,,,,dawuhan,,,
35.05.04.1011,,,,kademangan,,,
35.05.04.2012,,,,sumberjati,,,
35.05.04.2013,,,,rejowinangun,,,
35.05.04.2014,,,,plosorejo,,,
35.05.04.2015,,,,darungan,,,
35.05.05,,,,bakung,,,
35.05.05.2001,,,,pulerejo,,,
35.05.05.2002,,,,tumpakoyot,,,
35.05.05.2003,,,,plandirejo,,,
35.05.05.2004,,,,sumberdadi,,,
35.05.05.2005,,,,bakung,,,
35.05.05.2006,,,,ngrejo,,,
35.05.05.2007,,,,bululawang,,,
35.05.05.2008,,,,kedungbanteng,,,
35.05.05.2009,,,,sidomulyo,,,
35.05.05.2010,,,,lorejo,,,
35.05.05.2011,,,,tumpakkepuh,,,
35.05.06,,,,ponggok,,,
35.05.06.2001,,,,dadaplangu,,,
35.05.06.2002,,,,langon,,,
35.05.06.2003,,,,gembongan,,,
35.05.06.2004,,,,ringinanyar,,,
35.05.06.2005,,,,kebonduren,,,
35.05.06.2006,,,,bacem,,,
35.05.06.2007,,,,ponggok,,,
35.05.06.2008,,,,pojok,,,
35.05.06.2009,,,,kawedusan,,,
35.05.06.2010,,,,jatilengger,,,
35.05.06.2011,,,,bendo,,,
35.05.06.2012,,,,sidorejo,,,
35.05.06.2013,,,,maliran,,,
35.05.06.2014,,,,candirejo,,,
35.05.06.2015,,,,karangbendo,,,
35.05.07,,,,sanankulon,,,
35.05.07.2001,,,,kalipucung,,,
35.05.07.2002,,,,bendosari,,,
35.05.07.2003,,,,sumber,,,
35.05.07.2004,,,,sanankulon,,,
35.05.07.2005,,,,sumberingin,,,
35.05.07.2006,,,,purworejo,,,
35.05.07.2007,,,,bendowulung,,,
35.05.07.2008,,,,tuliskriyo,,,
35.05.07.2009,,,,sumberjo,,,
35.05.07.2010,,,,gledug,,,
35.05.07.2011,,,,jeding,,,
35.05.07.2012,,,,plosoarang,,,
35.05.08,,,,wonotirto,,,
35.05.08.2001,,,,pasiraman,,,
35.05.08.2002,,,,kaligrenjeng,,,
35.05.08.2003,,,,tambakrejo,,,
35.05.08.2004,,,,sumberboto,,,
35.05.08.2005,,,,gununggede,,,
35.05.08.2006,,,,wonotirto,,,
35.05.08.2007,,,,ngeni,,,
35.05.08.2008,,,,ngadipuro,,,
35.05.09,,,,nglegok,,,
35.05.09.2001,,,,sumberasri,,,
35.05.09.2002,,,,kedawung,,,
35.05.09.2003,,,,ngoran,,,
35.05.09.2004,,,,dayu,,,
35.05.09.2005,,,,bangsri,,,
35.05.09.2006,,,,kemloko,,,
35.05.09.2007,,,,penataran,,,
35.05.09.2008,,,,krenceng,,,
35.05.09.1009,,,,nglegok,,,
35.05.09.2010,,,,jiwut,,,
35.05.09.2011,,,,modangan,,,
35.05.10,,,,kanigoro,,,
35.05.10.2001,,,,minggirsari,,,
35.05.10.2002,,,,jatinom,,,
35.05.10.2003,,,,gogodeso,,,
35.05.10.2004,,,,gaprang,,,
35.05.10.2005,,,,papungan,,,
35.05.10.2006,,,,tlogo,,,
35.05.10.2007,,,,karangsono,,,
35.05.10.1008,,,,kanigoro,,,
35.05.10.2009,,,,banggle,,,
35.05.10.1010,,,,satreyan,,,
35.05.10.2011,,,,sawentar,,,
35.05.10.2012,,,,kuningan,,,
35.05.11,,,,garum,,,
35.05.11.2001,,,,pojok,,,
35.05.11.1002,,,,sumberdiren,,,
35.05.11.1003,,,,tawangsari,,,
35.05.11.1004,,,,garum,,,
35.05.11.2005,,,,tingal,,,
35.05.11.1006,,,,bence,,,
35.05.11.2007,,,,slorok,,,
35.05.11.2008,,,,sidodadi,,,
35.05.11.2009,,,,karangrejo,,,
35.05.12,,,,sutojayan,,,
35.05.12.2001,,,,pandanarum,,,
35.05.12.1002,,,,kedungbunder,,,
35.05.12.1003,,,,kembangarum,,,
35.05.12.1004,,,,kalipang,,,
35.05.12.1005,,,,sutojayan,,,
35.05.12.1006,,,,jingglong,,,
35.05.12.1007,,,,sukorejo,,,
35.05.12.1008,,,,jegu,,,
35.05.12.2009,,,,bacem,,,
35.05.12.2010,,,,sumberjo,,,
35.05.12.2011,,,,kaulon,,,
35.05.13,,,,panggungrejo,,,
35.05.13.2001,,,,serang,,,
35.05.13.2002,,,,kalitengah,,,
35.05.13.2003,,,,margomulyo,,,
35.05.13.2004,,,,panggungrejo,,,
35.05.13.2005,,,,sumbersih,,,
35.05.13.2006,,,,kaligambir,,,
35.05.13.2007,,,,bumiayu,,,
35.05.13.2008,,,,panggungasri,,,
35.05.13.2009,,,,sumberagung,,,
35.05.13.2010,,,,balerejo,,,
35.05.14,,,,talun,,,
35.05.14.2001,,,,tumpang,,,
35.05.14.2002,,,,kendalrejo,,,
35.05.14.2003,,,,pasirharjo,,,
35.05.14.2004,,,,jeblog,,,
35.05.14.2005,,,,jabung,,,
35.05.14.2006,,,,bendosewu,,,
35.05.14.2007,,,,wonorejo,,,
35.05.14.1008,,,,talun,,,
35.05.14.1009,,,,kamulan,,,
35.05.14.2010,,,,duren,,,
35.05.14.2011,,,,sragi,,,
35.05.14.2012,,,,jajar,,,
35.05.14.1013,,,,bajang,,,
35.05.14.1014,,,,kaweron,,,
35.05.15,,,,gandusari,,,
35.05.15.2001,,,,sumberagung,,,
35.05.15.2002,,,,gadungan,,,
35.05.15.2003,,,,kotes,,,
35.05.15.2004,,,,sukosewu,,,
35.05.15.2005,,,,gondang,,,
35.05.15.2006,,,,tambakan,,,
35.05.15.2007,,,,gandusari,,,
35.05.15.2008,,,,butun,,,
35.05.15.2009,,,,ngaringan,,,
35.05.15.2010,,,,soso,,,
35.05.15.2011,,,,slumbung,,,
35.05.15.2012,,,,semen,,,
35.05.15.2013,,,,tulungrejo,,,
35.05.15.2014,,,,krisik,,,
35.05.16,,,,binangun,,,
35.05.16.2001,,,,kedungwungu,,,
35.05.16.2002,,,,salamrejo,,,
35.05.16.2003,,,,sumberkembar,,,
35.05.16.2004,,,,binangun,,,
35.05.16.2005,,,,rejoso,,,
35.05.16.2006,,,,ngembul,,,
35.05.16.2007,,,,sambigede,,,
35.05.16.2008,,,,tawangrejo,,,
35.05.16.2009,,,,umbuldamar,,,
35.05.16.2010,,,,ngadri,,,
35.05.16.2011,,,,birowo,,,
35.05.16.2012,,,,sukorame,,,
35.05.17,,,,wlingi,,,
35.05.17.1001,,,,beru,,,
35.05.17.1002,,,,babadan,,,
35.05.17.1003,,,,tangkil,,,
35.05.17.1004,,,,wlingi,,,
35.05.17.2005,,,,tembalang,,,
35.05.17.1006,,,,klemunan,,,
35.05.17.2007,,,,ngadirenggo,,,
35.05.17.2008,,,,tegalasri,,,
35.05.17.2009,,,,balerejo,,,
35.05.18,,,,doko,,,
35.05.18.2001,,,,slorok,,,
35.05.18.2002,,,,suru,,,
35.05.18.2003,,,,plumbangan,,,
35.05.18.2004,,,,sumberurip,,,
35.05.18.2005,,,,genengan,,,
35.05.18.2006,,,,doko,,,
35.05.18.2007,,,,jambepawon,,,
35.05.18.2008,,,,sidorejo,,,
35.05.18.2009,,,,resapombo,,,
35.05.18.2010,,,,kalimanis,,,
35.05.19,,,,kesamben,,,
35.05.19.2001,,,,siraman,,,
35.05.19.2002,,,,kesamben,,,
35.05.19.2003,,,,jugo,,,
35.05.19.2004,,,,pagerwojo,,,
35.05.19.2005,,,,pagergunung,,,
35.05.19.2006,,,,tepas,,,
35.05.19.2007,,,,kemirigede,,,
35.05.19.2008,,,,tapakrejo,,,
35.05.19.2009,,,,bumirejo,,,
35.05.19.2010,,,,sukoanyar,,,
35.05.20,,,,wates,,,
35.05.20.2001,,,,purworejo,,,
35.05.20.2002,,,,tulungrejo,,,
35.05.20.2003,,,,sumberarum,,,
35.05.20.2004,,,,ringinrejo,,,
35.05.20.2005,,,,mojorejo,,,
35.05.20.2006,,,,sukorejo,,,
35.05.20.2007,,,,wates,,,
35.05.20.2008,,,,tugurejo,,,
35.05.21,,,,selorejo,,,
35.05.21.2001,,,,banjarsari,,,
35.05.21.2002,,,,pohgajih,,,
35.05.21.2003,,,,selorejo,,,
35.05.21.2004,,,,sumberagung,,,
35.05.21.2005,,,,ngrendeng,,,
35.05.21.2006,,,,sidomulyo,,,
35.05.21.2007,,,,ampelgading,,,
35.05.21.2008,,,,olak alen,,,
35.05.21.2009,,,,boro,,,
35.05.21.2010,,,,ngreco,,,
35.05.22,,,,selopuro,,,
35.05.22.2001,,,,mandesan,,,
35.05.22.2002,,,,jatitengah,,,
35.05.22.2003,,,,jambewangi,,,
35.05.22.2004,,,,selopuro,,,
35.05.22.2005,,,,tegalrejo,,,
35.05.22.2006,,,,ploso,,,
35.05.22.2007,,,,popoh,,,
35.05.22.2008,,,,mronjo,,,
35.06,,,,kab. kediri,,,
35.06.01,,,,semen,,,
35.06.01.2001,,,,bulu,,,
35.06.01.2002,,,,sidomulyo,,,
35.06.01.2003,,,,puhrubuh,,,
35.06.01.2004,,,,selopanggung,,,
35.06.01.2005,,,,kanyoran,,,
35.06.01.2006,,,,puhsarang,,,
35.06.01.2007,,,,bobang,,,
35.06.01.2008,,,,semen,,,
35.06.01.2009,,,,titik,,,
35.06.01.2010,,,,kedak,,,
35.06.01.2011,,,,pagung,,,
35.06.01.2012,,,,joho,,,
35.06.02,,,,mojo,,,
35.06.02.2001,,,,jugo,,,
35.06.02.2002,,,,blimbing,,,
35.06.02.2003,,,,pamongan,,,
35.06.02.2004,,,,petungroto,,,
35.06.02.2005,,,,ngetrep,,,
35.06.02.2006,,,,ponggok,,,
35.06.02.2007,,,,ngadi,,,
35.06.02.2008,,,,kranding,,,
35.06.02.2009,,,,maesan,,,
35.06.02.2010,,,,kedawung,,,
35.06.02.2011,,,,ploso,,,
35.06.02.2012,,,,kraton,,,
35.06.02.2013,,,,tambibendo,,,
35.06.02.2014,,,,mojo,,,
35.06.02.2015,,,,mlati,,,
35.06.02.2016,,,,surat,,,
35.06.02.2017,,,,sukoanyar,,,
35.06.02.2018,,,,keniten,,,
35.06.02.2019,,,,mondo,,,
35.06.02.2020,,,,petok,,,
35.06.03,,,,kras,,,
35.06.03.2001,,,,setonorejo,,,
35.06.03.2002,,,,pelas,,,
35.06.03.2003,,,,bleber,,,
35.06.03.2004,,,,butuh,,,
35.06.03.2005,,,,jabang,,,
35.06.03.2006,,,,mojosari,,,
35.06.03.2007,,,,rejomulyo,,,
35.06.03.2008,,,,karangtalun,,,
35.06.03.2009,,,,nyawangan,,,
35.06.03.2010,,,,purwodadi,,,
35.06.03.2011,,,,kras,,,
35.06.03.2012,,,,bendosari,,,
35.06.03.2013,,,,kanigoro,,,
35.06.03.2014,,,,krandang,,,
35.06.03.2015,,,,banjaranyar,,,
35.06.03.2016,,,,jambean,,,
35.06.04,,,,ngadiluwih,,,
35.06.04.2001,,,,tales,,,
35.06.04.2002,,,,seketi,,,
35.06.04.2003,,,,banggle,,,
35.06.04.2004,,,,branggahan,,,
35.06.04.2005,,,,slumbung,,,
35.06.04.2006,,,,dukuh,,,
35.06.04.2007,,,,purwokerto,,,
35.06.04.2008,,,,ngadiluwih,,,
35.06.04.2009,,,,badal,,,
35.06.04.2010,,,,badal pandean,,,
35.06.04.2011,,,,rembang,,,
35.06.04.2012,,,,rembangkepuh,,,
35.06.04.2013,,,,bedug,,,
35.06.04.2014,,,,mangunrejo,,,
35.06.04.2015,,,,banjarejo,,,
35.06.04.2016,,,,wonorejo,,,
35.06.05,,,,kandat,,,
35.06.05.2001,,,,sumberejo,,,
35.06.05.2002,,,,selosari,,,
35.06.05.2003,,,,karangrejo,,,
35.06.05.2004,,,,kandat,,,
35.06.05.2005,,,,cendono,,,
35.06.05.2006,,,,ringinsari,,,
35.06.05.2007,,,,tegalan,,,
35.06.05.2008,,,,ngletih,,,
35.06.05.2009,,,,purworejo,,,
35.06.05.2010,,,,pule,,,
35.06.05.2011,,,,blabak,,,
35.06.05.2012,,,,ngreco,,,
35.06.06,,,,wates,,,
35.06.06.2001,,,,duwet,,,
35.06.06.2002,,,,pojok,,,
35.06.06.2003,,,,segaran,,,
35.06.06.2004,,,,gadungan,,,
35.06.06.2005,,,,wates,,,
35.06.06.2006,,,,tawang,,,
35.06.06.2007,,,,jajar,,,
35.06.06.2008,,,,tunge,,,
35.06.06.2009,,,,tempurejo,,,
35.06.06.2010,,,,plaosan,,,
35.06.06.2011,,,,karanganyar,,,
35.06.06.2012,,,,wonorejo,,,
35.06.06.2013,,,,pagu,,,
35.06.06.2014,,,,joho,,,
35.06.06.2015,,,,silir,,,
35.06.06.2016,,,,sumberagung,,,
35.06.06.2017,,,,sidomulyo,,,
35.06.06.2018,,,,janti,,,
35.06.07,,,,ngancar,,,
35.06.07.2001,,,,sempu,,,
35.06.07.2002,,,,pandantoyo,,,
35.06.07.2003,,,,margourip,,,
35.06.07.2004,,,,bedali,,,
35.06.07.2005,,,,kunjang,,,
35.06.07.2006,,,,manggis,,,
35.06.07.2007,,,,ngancar,,,
35.06.07.2008,,,,sugihwaras,,,
35.06.07.2009,,,,babadan,,,
35.06.07.2010,,,,jagul,,,
35.06.08,,,,puncu,,,
35.06.08.2001,,,,puncu,,,
35.06.08.2002,,,,asmorobangun,,,
35.06.08.2003,,,,manggis,,,
35.06.08.2004,,,,sidomulyo,,,
35.06.08.2005,,,,watugede,,,
35.06.08.2006,,,,gadungan,,,
35.06.08.2007,,,,wonorejo,,,
35.06.08.2008,,,,satak,,,
35.06.09,,,,plosoklaten,,,
35.06.09.2001,,,,gondang,,,
35.06.09.2002,,,,kayunan,,,
35.06.09.2003,,,,panjer,,,
35.06.09.2004,,,,jarak,,,
35.06.09.2005,,,,ploso kidul,,,
35.06.09.2006,,,,ploso lor,,,
35.06.09.2007,,,,brenggolo,,,
35.06.09.2008,,,,donganti,,,
35.06.09.2009,,,,kawedusan,,,
35.06.09.2010,,,,klanderan,,,
35.06.09.2011,,,,punjul,,,
35.06.09.2012,,,,pranggang,,,
35.06.09.2013,,,,sumberagung,,,
35.06.09.2014,,,,wonorejo trisulo,,,
35.06.09.2015,,,,sepawon,,,
35.06.10,,,,gurah,,,
35.06.10.2001,,,,nglumbang,,,
35.06.10.2002,,,,blimbing,,,
35.06.10.2003,,,,ngasem,,,
35.06.10.2004,,,,bogem,,,
35.06.10.2005,,,,kranggan,,,
35.06.10.2006,,,,turus,,,
35.06.10.2007,,,,gabru,,,
35.06.10.2008,,,,wonojoyo,,,
